情感分数 = -19.865002	يېغىرىمنى=N=يېغىر تاتلاپ=V=تاتلا بىزنىڭ=P=بىز مىللەتتە=N=مىللەت ئوغرى=A=ئوغرى يوق=A=يوق تىلەمچى=A=تىلەمچى يوق=A=يوق دېگەندەك=V=دە گەپلەرنى=N=گەپ سۆرەپ=V=سۆرە چىقىپ=V=چىق تازا=D=تازا ئاچچىقىمنى=A=ئاچچىق كەلتۈردى=V=كەل قۇدرەتلىك=A=قۇدرەتلىك ئاللاھ=N=ئاللاھ بىلىدۇ=V=بىل ھەممىنى=P=ھەممە نەچچە=P=نەچچە كۈن=N=كۈن قاتتىق=A=قاتتىق ئاچچىق=A=ئاچچىق يەۋالدىم=V=يە دېسە=V=دە
情感分数 = -1.4350004	دوستۇم=N=دوست  قارا=A=قارا  نورۇز=N=نورۇز ئەلچىسى=N=ئەلچى باھار=N=باھار خاسىيتىدە=A=خاسىيەت غېرىبلىق=A=غېرىبلىق بېسىپ=V=باس چۆلدەرەپ=A=چۆلدەرەپ كەتكەن=V=كەت ئېتىز–ئېرىقلاردا=N=ئېتىز–ئېرىقلاردا كۈمۈشتەك=A=كۈمۈشتەك سۇلار=N=سۇ ئېقىپ=V=ئاق  دېھقان=N=دېھقان ئاكىلار=N=ئاكا قەلبىنى=N=قەلب چەكسىز=A=چەكسىز ھاياجانغا=A=ھاياجان سېلىۋاتىدۇ=V=سال
情感分数 = -1.4300001	ئابدۇكېرىم=N=ئابدۇكېرىم ئابلىزنىڭ=V=ئابلىز قانچىلىك=P=قانچە سىقىنچىلىقتا=V=سىق ئىكەنلىكىنى=V=ئىكەن ھېلىقى=P=ھېلىقى ئىكران=V=ئىكران پروگراممىسىغا=N=پروگرامما چىقمىغانلىقىدىنلا=N=چىق ھېس=N=ھېس قىلغان=V=قىل ئىدىم=V=ئىد .=N=.
情感分数 = -1.4300001	يىراقتا=A=يىراق تۇرۇپ=V=تۇر ئاپامنىڭ=N=ئاپا ئاۋازىنى=N=ئاۋاز ئاڭلاپ=V=ئاڭلا ئىچىمدە=N=ئىچ بىر=M=بىر نەرسە=N=نەرسە كۆيۈشكەندەك=N=كۆي بولدى=V=بول .=N=.
情感分数 = -1.4300001	يېقىندىن=N=يېقىن بېرى=M=بېر قاتناش=V=قاتناش ھادىسىسى=N=ھادىسە بەك=D=بەك كۆپ=A=كۆپ يۈز=N=يۈز بېرىۋاتىدۇ=V=بەر !=N=!
情感分数 = -1.4300001	ھازىر=D=ھازىر خەنزۇ=N=خەنزۇ قىزلىرىدىنمۇ=N=قىز ئىشىپ=N=ئاشتى كەتتى=V=كەت
情感分数 = -1.4300001	يۇمۇرسىتىك=N=يۇمۇرسىتىك ،=N=، ئوبرازلىق=A=ئوبرازلىق بايان=N=بايان قىلىنىش=V=قىل ئارقىلىق=R=ئارقىلىق بىزلەرنى=N=بىز خوشال=A=خوشال قىلىش=V=قىل بەدلىگە=N=بەدەل نەچىچىىسى=N=نەچچە ھازىدار=N=ھازىدار ،=N=، نەچچسى=M=نەچچە سالامەتلىك=N=سالامەت ياخشى=A=ياخشى ئەمەس=V=ئەمەس يەنە=D=يەنە نەچچىسى=P=نەچچى
情感分数 = -1.4300001	سىلى=P=سىلى ھېلىمۇ=D=ھېلىمۇ سەۋرچانكەنلا=N=سەۋرچانكەن ،=V=، مېنىڭ=P=مەن ئىشىك=N=ئىشىك ئالدىمدا=N=ئالد ئۈچ=M=ئۈچ كۈن=N=كۈن ئەمەس=V=ئەمەس ،=A=، ئۈچ=M=ئۈچ سائەت=N=سائەت توختىتىۋېلىپ=V=توختا ،=N=، كىرىپ-چىقىشىمغا=N=كىرىپ-چىقىش تەسىر=N=تەسىر يەتكۈزسە=N=يەتكۈزسە تۆت=M=تۆت پاي=N=پاي چاقىنىڭ=N=چاق ھەممىسىنىڭ=P=ھەممە يېلىنى=N=يېلى چىقىرىۋېتەتتىم=N=چىقىرىۋەت .=N=.
情感分数 = -1.4300001	قايسى=P=قايسى ئەخلاقسىزنىڭ=A=ئەخلاقسىز ئىشىدۇ=N=ئىش ئۇ=P=ئۇ ئەمدى=D=ئەمدى
情感分数 = -1.4300001	ھەر=P=ھەر قېتىم=Q=قېتىم مۇشۇ=P=مۇشۇ دەرىس=N=دەرىس تاللايدىغان=V=تاللا ۋاقىتتا=N=ۋاقىت بېشىمنىڭ=N=باش ئىچىمۇ=N=ئىچ تېشىمۇ=N=تاش قوچۇلۇپ=V=قوچۇل كىتىدۇ=V=كەت دىسە=V=دە ئۇف=E=ئۇف
情感分数 = -1.4300001	ئاللاھ=N=ئاللاھ ئۆزەڭ=N=ئۆزە بار=A=بار !=N=! كۆڭلۈم=N=كۆڭۈل بۇزۇلۇپلا=N=بۇزۇل تۇرۇۋاتىدۇ=V=تۇر .=N=.
情感分数 = -1.4300001	گۈدۈك=N=گۈدۈك غەيرىلا=N=غەيرى بولۇپ=V=بول قاپتىغۇ=N=قاپ ؟=N=؟
情感分数 = -1.4300001	ئۇچۇر=N=ئۇچۇر دەۋرىدىكى=N=دەۋرى قوش=A=قوش ماكانلىق=N=ماكانلىق مەخلۇق=A=مەخلۇق ئادەم=N=ئادەم ئۇ=N=ئۇ رىئاللىقتا=N=رىئاللىق ۋە=R=ۋە توردا=N=تور ياشايدۇ=V=ياشا
情感分数 = -1.4300001	بىزگە=P=بىز قالدۇرغان=V=قال باھا=N=باھا ئىنكاسلىرىنى=N=ئىنكاس ئۆچۈرەلمەيمىزما=N=ئۆچۈر بۇنداق=P=بۇنداق بولسا=V=بول بولمايدۇ=V=بول !=N=!
情感分数 = -1.4300001	ماۋۇ=P=ماۋۇ بوۋاقنى=N=بوۋاق ئۆزىڭىزنىڭ=P=ئۆز بالىسى=N=بالا ،=N=، ئۇكىسى=N=ئۇكا ئورنىدا=N=ئورۇن ئويلاپ=V=ئويلا ،=N=، ئۇنىڭ=R=ئۇنىڭ قانچىلىك=P=قانچىلىك ئازابلىنىۋاتقانلىنى=V=ئازاب ھېس=N=ھېس قىلىپ=V=قىل بېقىڭ=V=باق .=N=.
情感分数 = -1.4300001	مېنىڭ=P=مەن تورۇم=V=تورۇم چاتاقمۇ=N=چاتاق ؟=N=؟
情感分数 = -1.4300001	قولۇپلانغان=N=قولۇپ ،=N=، ئۆگزىللىرى=N=ئۆگزە ئۆرۈلگەن=V=ئۆرۈل ئاللاھنىڭ=N=ئاللاھ ئۆيلىرى=N=ئۆي بولغان=V=بول مەسچىتلەرنى=N=مەسچىت كۆرۈپ=V=كۆر ئىچىم=N=ئىچ ئاچچىققا=N=ئاچچىق تولغان=V=تول ئىدى=V=ئىد .=N=.
情感分数 = -1.4300001	گۈدۈك=N=گۈدۈك ئېچىلغىلى=V=ئاچ خىلى=D=خىلى كۈن=N=كۈن بولدى=V=بول تېخىچە=D=تېخىچە تەرجىمە=N=تەرجىمە قىلىنمىغان=V=قىل جايلار=N=جاي كۆرۈنىدىيا=V=كۆر ؟=N=؟
情感分数 = -1.4300001	ئاددىي=A=ئاددىي ئادەملەرنىڭمۇ=N=ئادەم ئۇلۇغ=A=ئۇلۇغ ھېكمەتلىرى=N=ھېكمەت بار=A=بار ئۇلۇغ=A=ئۇلۇغ ئادەملەرنىڭمۇ=N=ئادەم ئاددىيلا=A=ئاددىي كاللىسى=N=كاللا بار=A=بار
情感分数 = -1.4300001	بەزىبىر=P=بەزىبىر ئشلارغا=N=ئش بەك=D=بەك بېشىم=N=باش قېتىۋاتىدۇ=V=قات
情感分数 = -1.4300001	ھەممە=P=ھەممە ئەمەللىرىمىزنى=N=ئەمەل ھۆكۈمەت=N=ھۆكۈمەت بىلىپ=V=بىل جازالاپ=V=جازالا تۇرىدۇ=V=تۇر تامنىڭمۇ=N=تام قۇلىقى=N=قۇلاق بار=A=بار دەپ=V=دە خەۋپسىرەيدىغان=V=خەۋپسىرەش بولۇپ=V=بول قالدى=V=قال ؟=N=؟
情感分数 = -1.4300001	تىنىقىمدىن=N=تىنىق ئوت=N=ئوت چىقىۋاتىدۇ=V=چىق
情感分数 = -1.4300001	ئۇچۇق=A=ئۇچۇق دەڭ=V=دە ،=N=، بولمىسا=V=بول قىسىڭ=N=قىس .=N=.
情感分数 = -1.4300001	ئەمدى=D=ئەمدى قوپۇپ=V=قوپ مائاشلىقلا=N=مائاش مۇنداق=P=مۇنداق مائاشلىقلار=N=مائاش ئۇنداق=P=ئۇنداق دېيىش=V=دە تۇزكورلۇقتىن=A=تۇزكور باشقا=A=باشقا نەرسە=N=نەرسە ئەمەس=V=ئەمەس !=N=!
情感分数 = -1.4300001	ئەمدى=D=ئەمدى قەلەمنىڭمۇ=N=قەلەم سىرتىغا=N=سىرت قاراپ=V=قارا باھا=N=باھا بەرگىلى=V=بەر بولمايدىغان=V=بول بولۇپ=V=بول قاپتۇ=V=قال دە=V=دە
情感分数 = -1.4300001	ئاي=N=ئاي ئاخىرىدا=D=ئاخىرى ھەممە=P=ھەممە ئىش=N=ئىش مۇشۇنداق=P=مۇشۇنداق دۆۋىلىنىپ=V=دۆۋىلە كېلىپ=V=كەل ئادەم=N=ئادەم قىينايدۇ=V=قىينا
情感分数 = -1.4300001	ساقچى=N=ساقچى بىلەن=R=بىلەن ئوغىرى=N=ئوغرى تەسۋىرلەنگەنمىكەن=N=تەسۋىرلە ؟=N=؟
情感分数 = -1.4300001	ئۆزەم=P=ئۆز تاپقان=V=تاپ بالاغا=A=بالا ۋاي=N=ۋاي نەگە=P=نە باراي=V=بار داۋاغا=N=داۋا دەپ=V=دە ناخشا=N=ناخشا توۋلاپ=V=توۋلا ئولتادىمغۇ=V=ئولتا ھەي=E=ھەي
情感分数 = -1.4300001	جاپانى=A=جاپا ئوڭ=N=ئوڭ قول=N=قول تارتسا=V=تارت ئۈزۈكنى=N=ئۈزۈك سول=N=سول قول=N=قول تاقايدۇ=V=تاقا
情感分数 = -1.4300001	سىز=P=سىز مېنى=P=مەن خاتا=A=خاتا چۈشىنىپ=V=چۈشەن قاپسىز=V=قال
情感分数 = -1.4300001	مەنمۇ=P=مەن ئاللىبۇرۇن=D=ئاللىبۇرۇن زېرىكتىم=V=زېرىك
情感分数 = -1.4300001	پىكىر=N=پىكىر يۈرگۈزگىدەك=V=يۈرگۈز يېرى=N=يەر يوقكەن=A=يوق
情感分数 = -1.4300001	يەنە=D=يەنە كېلىپ=V=كەل ئاۋۇ=P=ئاۋۇ رەسىمدىكىسى=V=رەسىم ھىندى=N=ھىندى دىنىدىكى=N=دىن 9=N=9 باشلىق=N=باشلىق يالماۋۇز=N=يالماۋۇز راۋاننىڭ=N=راۋان ئوبرازى=N=ئوبراز تۇرسا=V=تۇر ؟=N=؟
情感分数 = -1.4300001	باشقىلانىڭ=N=باشقىلا تونۇپ=V=تونۇ قىلىشىدىن=V=قىل ئەنسىرەپ=V=ئەنسىرە ،=V=، ھەركۈنى=P=ھەركۈن ئۇخلىساملا=V=ئۇخلا مۇشۇ=P=مۇشۇ چۈش=N=چۈش .=N=.
情感分数 = -1.4300001	قۇم=N=قۇم بوراندا=N=بورا قورسۇقۇم=N=قورساق تويىدىغان=V=توي بولدىدە=N=بولدى ئەمدى=D=ئەمدى
情感分数 = -1.4300001	ئەبلەخلەر=A=ئەبلەخ ئاخىرى=D=ئاخىرى قىلغۇلۇقنى=N=قىل قىلدى=V=قىل .=N=.
情感分数 = -1.4300001	ماڭا=P=ماڭ ما=N=ما مۇزىكىسى=V=مۇزىكا بەكلا=D=بەك يىقىپ=A=يىقىپ كەتتى=V=كەت
情感分数 = -1.4300001	بۇ=P=بۇ توربەتنى=N=توربەت كۆپ=A=كۆپ ئادەملەر=N=ئادەم بىلمەمدۇ=V=بىل قانداق=P=قانداق ئەزالار=N=ئەزا بەكلا=D=بەك ئاز=A=ئاز ؟=N=؟
情感分数 = -1.4300001	نىمە=P=نىمە دىگەن=V=دە تولا=A=تولا لىكسىيە=N=لىكسىيە دەپ=V=دە ئاڭلاپ=V=ئاڭلا قالىمەن=V=قال ،=V=، گويا=T=گويا بىزگە=P=بىز ئەمدى=D=ئەمدى ئۆگىنىشنىڭ=V=ئۆگەن لازىمى=A=لازىم قالمىغاندەك=V=قال .=N=.
情感分数 = -1.4300001	ئۇيغۇرچە=N=ئۇيغۇر خەتتە=N=خەت ئىملا=N=ئىملا خاتالىقى=A=خاتا باكەن=V=با
情感分数 = -1.4300001	ئادەمنىڭ=N=ئادەم ئەسكىسى=A=ئەسكى ئۆز=P=ئۆز ئىچىمىزدىن=N=ئىچى چىقىدىغۇ=V=چىق زادى=D=زادى !=N=!
情感分数 = -1.4300001	ئاشۇ=P=ئاشۇ قىزلىرىنى=N=قىز ،=N=، سىڭىللىرىنى=N=سىڭىل ،=N=، ئاياللىرنى=N=ئايال كوچىغا=N=كوچا چىقىرىپ=V=چىق قويغان=V=قوي ئاتا=N=ئاتا ،=N=، ئاكىلارنىڭ=N=ئاكا ۋىجدانى=N=ۋىجدا نەگە=P=نە كەتتى=V=كەت !=N=!
情感分数 = -1.4300001	بەلكىم=R=بەلكىم مىنىڭ=P=مەن دېگەنلىرىم=V=دە ئارتۇقچىدۇ=A=ئارتۇق ؟=N=؟
情感分数 = -1.4300001	تەكلىپ=N=تەكلىپ ئاۋۇ=P=ئاۋۇ خەت=N=خەت يازىدىغان=V=ياز يەرنىڭ=N=يەر مۇشۇ=P=مۇشۇ خەتنى=N=خەت يېزىۋاتقان=V=ياز يەرنىڭ=N=يەر چەكلىمىسىنى=A=چەكلىمە سەل=D=سەل چوڭراق=A=چوڭ قىلىپ=V=قىل قويساڭلار=V=قوي بوپتىكەن=V=بول مانا=P=مانا ھازىرمۇ=D=ھازىر دەل=D=دەل توشتى=V=توش
情感分数 = -1.4300001	بېكخام=V=بېكخام بۇ=P=بۇ پەسىللىك=A=پەسىل مۇسابىقە=N=مۇسابىقە ئاخىرلاشقاندىن=V=ئاخىرلاش كېيىن=D=كېيىن ،=N=، چېكىنىدىكەن=N=چېكىن دېگەن=V=دە خەۋەرنى=N=خەۋەر ئاڭلاپ=V=ئاڭلا ھەجەپ=N=ھەجەپ بولۇپ=V=بول قالدىما=V=قال .=N=.
情感分数 = -1.4300001	ئۇلارنىڭ=P=ئۇلار ئائىلىسىدىكىلەرگىمۇ=N=ئائىلە ئىچىمدەمىڭ=N=ئىچىم لەنەت=A=لەنەت ئوقۇدۇم=V=ئوقۇ
情感分数 = -1.4300001	ھېلى=P=ھېلى بىر=M=بىر ئېلان=N=ئېلان بار=A=بار ئادەمنى=N=ئادەم سەسكىندۈرىدىغان=V=سەسكەن خەن=N=خەن كىشىدىن=N=كىشى بىرى=M=بىرى
情感分数 = -1.4300001	كەپتەرۋاز=N=كەپتەرۋاز قىزىلسۇدا=N=قىزىلسۇ كەنغۇ=N=كەن خا=N=خا خا=V=خا ماۋۇ=P=ماۋۇ گۈدۈكنىڭ=N=گۈدۈكنىڭ خەرىتە=N=خەرىتە ئىقتىدارى=N=ئىقتىدار يامانكەن=A=يامان جۇمۇ=T=جۇمۇ
情感分数 = -1.4300001	ئۆزئارا=D=ئۆزئارا سىنىپىي=A=سىنىپ دۈشمەنلەردىن=N=دۈشمەن بولۇپ=V=بول قالغان=V=قال ئىكەن=V=ئىكەن
情感分数 = -1.4300001	مۇشۇ=P=مۇشۇ گۇيلارغىمۇ=A=گۇي پۇل=N=پۇل بېرىپ=V=بەر ئىشلىتىدىكەن=V=ئىشلەت دېسە=V=دە !=N=!
情感分数 = -1.4300001	ئەجەپ=D=ئەجەپ باش=N=باش قاتتى=V=قات بۇ=P=بۇ ئىشقا=N=ئىش .=N=.
情感分数 = -1.4300001	يانا=N=يانا چىكىڭە=V=چەك ھە=E=ھە تاماكىنى=N=تاماكا !=N=!
情感分数 = -1.4300001	دېمىسىمۇ=T=دە ھازىر=D=ھازىر ت=N=ت ۋ=N=ۋ نىڭ=X=نىڭ قايسى=P=قايسى قانىلىغا=V=قانال قارىسا=V=قارا مۇشۇنىڭدىن=P=مۇشۇ باشقا=A=باشقا قونچاق=N=قونچاق بولمىسا=V=بول .=N=.
情感分数 = -1.4300001	تانسا=N=تانسا ئەركەكلەرگە=N=ئەركەك بولغان=V=بول ھاقارەت=A=ھاقارەت !=N=!
情感分数 = -1.4300001	قالغنىنى=V=قالغىنى قانداق=P=قانداق قىلىش=V=قىل ئىختىيارلىقىڭىزدا=N=ئىختىيار
情感分数 = -1.4300001	گۈدۈك=N=گۈدۈك گۈدۈك=N=گۈدۈك گۈدۈك=N=گۈدۈك گوش=N=گوش گىژدە=N=گىژدە يىدۈك=V=يە خوتەن=N=خوتەن شېۋىسى=N=شېۋە قىلغان=V=قىل گۇناھقا=A=گۇناھ يۈرەكلەر=N=يۈرەك دۈكدۈك=N=دۈكدۈك
情感分数 = -1.4300001	ئون=M=ئون ئادەم=N=ئادەم بىريەردە=N=بىريەر پاراڭ=N=پاراڭ قىلساق=V=قىل ئارىمىزدىن=N=ئارا بىرەسى=N=بىر ئورۇنلۇق=A=ئورۇنلۇق گەپ=N=گەپ قىلسا=V=قىل رەدىيە=N=رەدىيە باشقا=A=باشقا مىللەت=N=مىللەت ياكى=R=ياكى بىرە=M=بىرە چەتئەللىكنىڭ=N=چەتئەللىك ئورۇنلۇق=A=ئورۇنلۇق بىر=M=بىر سۆزىگە=N=سۆز قىن=N=قىن قىنىمىزغا=N=قىن پاتماي=V=پات سۆزلەپ=V=سۆزلە باشقىلارغا=A=باشقا مۇھتاجلىق=N=مۇھتاجلىق پىسخىكىسىدا=N=پىسخىكا ياشايدىكەنمىز=V=ياشا
情感分数 = -1.4300001	قەشقەردىكى=N=قەشقەر قۇساق=N=قۇساق باقار=V=باق قاپاق=N=قاپاق كاللا=N=كاللا باشلىقلار=N=باشلىق كاللىسىنى=N=كاللا ئازراق=A=ئاز ئىشلىتىپ=V=ئىشلە ،=N=، ھېيتگاھنىڭ=N=ھېيتگاھ ئالدىدا=N=ئالدى بۇنداق=P=بۇنداق قىلىشنى=V=قىل توسىغان=N=توس بولسا=V=بول ئاز=A=ئاز بولمىغان=V=بول نارازىلىقلاردىن=N=نارازى ساقلىنالايتتى=N=ساقلىنالايتت
情感分数 = -1.4300001	گۈدۈكنى=N=گۈدۈك ئۆچۈرىۋىتىپ=V=ئۆچۈر قايتا=D=قايتا قاچىلىساممۇ=V=قاچىلا يەنە=D=يەنە شۇنداق=P=شۇنداق !=V=!
情感分数 = -1.4300001	نۇمۇسسىزلىق=N=نۇمۇسسىز بولا=V=بولا شۇنچىلىك=P=شۇنچىلىك بولا=V=بولا
情感分数 = -1.4300001	مېنى=P=ما چالىمەن=V=چال دىمە=N=دىمە ،=N=، پەدەمنى=N=پەدە تېپىپ=V=تاپ بولالماي=V=بول چېلىنىپ=V=چال كېتىسەن=V=كەت .=N=.
情感分数 = -1.4300001	ما=P=ما دۆلىتىمىزنىڭ=N=دۆلەت كۆپ=A=كۆپ قىسىم=N=قىسىم تېلېفۇنلىرى=N=تېلېفۇن چىقالمايدىكەن=V=چىق زاۋۇتتىن=N=زاۋۇت چىقىشىدىلا=V=چىق چەكلەگلىككەن=V=چەكلە
情感分数 = -1.4300001	ئۇنداق=P=ئۇنداق ئەقىلسىزلىق=A=ئەقىلسىزلىق قىلماڭ=V=قىل ئۆتۈپ=V=ئۆت كېتىدۇ=V=كەت
情感分数 = -1.4300001	ما=P=ما ئادىرىسنىڭ=N=ئادىرىس سەتلىكىنى=A=سەت
情感分数 = -1.4300001	ئاللاھ=N=ئاللاھ جاجىسىنى=N=جاجا بەرسۇن=V=بەر ئىشەكلەنىڭ=N=ئىشەك !=N=!
情感分数 = -1.4300001	دادامنىڭ=N=دادا چىقىش=V=چىق ۋاقتىنى=N=ۋاقت يىل=N=يىل ،=N=، ئاي=N=ئاي ،=N=، كۈن=N=كۈن ساناپ=V=سانا ئۆتىۋاتىمەن=N=ئۆتىۋاتىمەن ئاكا=N=ئاكا دىگەن=V=دە گىپىنى=N=گىپ ئاڭلاپ=V=ئاڭلا ئىچىم=N=ئىچ سىيرىلىپ=V=سىيرىل كەتتى=V=كەت .=N=.
情感分数 = -1.4300001	بەكرەك=D=بەك چىڭ=A=چىڭ تۇرىۋالسا=N=تۇر سىياسەتكە=N=سىياسەت قارشى=A=قارشى چىقتى=V=چىق دېگەن=V=دە ،=N=، نارازىلىق=N=نارازى بىلدۈرسە=V=بىل تىرورچى=N=تىرورچى دېگەن=V=دە قالپاقنى=N=قالپاق كېيدۈرۈشكە=N=كەي تەييارلا=V=تەييار تۇرغان=V=تۇر .=N=.
情感分数 = -1.4300001	تاللاپ=V=تاللا تازغا=A=تاز ئۇچۇراپ=V=ئۇچرا قالماڭ=V=قال
情感分数 = -1.4300001	مەتۇلاچە=N=مەتۇ شېئىركەنغۇ=V=شېئىر بۇ=P=بۇ !=V=!
情感分数 = -1.4300001	گاس=A=گاس بىلەن=R=بىلەن قارىغۇنىڭ=N=قارىغۇ قىزىقارلىق=A=قىزىقارلىق كەچۈرمىشى=N=كەچۈرمىش پەچەت=A=پەچەت بوپتۇ=V=بو<بول 
情感分数 = -1.4300001	ئىچىمنى=N=ئىچ سىقىپ=V=سىق ھەپتە=N=ھەپتە ئۇدا=D=ئۇدا ئىمتىھان=N=ئىمتىھان بېرىدىكەنمىز=N=بەر !=N=!
情感分数 = -1.4300001	قاندا=N=قان دىگەن=V=دە گەپ=N=گەپ بۇ=P=بۇ ؟=V=؟
情感分数 = -1.4300001	ھەمدە=R=ھەمدە شېركەت=N=شېركەت زاۋاللىققا=A=زاۋاللىق يۈز=N=يۈز تۇتىدۇ=V=تۇت !=N=!
情感分数 = -1.4300001	گۇناھىنى=N=گۇناھ ئۆزى=P=ئۆز تارتىدۇ=V=تارت !=N=!
情感分数 = -1.4300001	سۈرخان=N=سۈرخان ئۇنىۋېرسىتنىڭ=N=ئۇنىۋېرسىت ساياھەت=N=ساياھەت يېتەكچىلىكى=N=يېتەكچى دىگەندەك=V=دىگەن كېرەكسىز=A=كېرەكسىز كەسپلىرىدىن=N=كەسىپ ياخشىدۇ=N=ياخشى
情感分数 = -1.4300001	ماۋۇ=P=ماۋۇ ئالما=N=ئالما سىستېمىسى=N=سىستېما ئەجەب=D=ئەجەب ئىچىمنى=N=ئىچ سىقتى=V=سىق نەشرىنى=N=نەشر كۆتۈرمىسە=V=كۆتۈر قاچىلىغىلى=V=قاچىلا بولمايدىكەن=V=بول ئەمەسمۇ=A=ئەمەس
情感分数 = -1.4300001	بۇ=P=بۇ تېلفونۇمدىكى=V=تېلفون مەسىلىمۇ=N=مەسىلە يا=N=يا ئەپتىكىمۇ=N=ئەپ ؟=N=؟
情感分数 = -1.4300001	خوتەندە=N=خوتەن جىق=A=جىق بۇ=P=بۇ كالۋالا=V=كالۋا
情感分数 = -1.4300001	گۇناھلىرىم=A=گۇناھ بەك=D=بەك جىق=A=جىق
情感分数 = -1.4300001	ئوغۇلبالىدەك=N=ئوغۇلبال پىكىرمۇ=N=پىكىر بىرىپ=V=بار قويارلا=N=قويار ،=N=، يېغىندا=N=يېغىن جىم=A=جىم ئولتۇرۇپ=V=ئولتۇر ،=N=، مۇنبەردە=N=مۇنبەر قاقشىماي=N=قاقشا .=N=.
情感分数 = -1.4300001	بىرخىل=N=بىرخىل مىسكىنلىكنى=N=مىسكىن ھېس=N=ھېس قىلدىم=V=قىل .=N=.
情感分数 = -1.4300001	ۋاقىت=N=ۋاقىت نېمىدېگەن=E=نېمىدېگەن تېز=A=تېز ئۆتكەن=V=ئۆت بىر=M=بىر ئۇخلاپ=V=ئۇخلا قوپسام=V=قوپ بىر=M=بىر دەمدە=N=دەم سەككىز=M=سەككىز بوپ=V=بول كېتىپتۇ=V=كەت
情感分数 = -1.4300001	پۇل=N=پۇل تاپشۇردىغان=N=تاپشۇر يەردىكلەر=N=يەر ئىشقا=N=ئىش چۇشۇپ=N=چۇشۇپ بوپتۇ=N=ببول ،=V=، ئەمما=R=ئەمما پۇل=N=پۇل قايتۇردىغان=N=قايتۇر يەردىكىلەر=N=يەر تىخچە=N=تېخى ئىشقا=N=ئىش چۈشمەيۋاتىدۇ=N=چۈش
情感分数 = -1.4300001	مېنىڭ=P=ما ئاھىمنى=N=ئاھ يىنىكلەتكىن=V=يىنىكلەت
情感分数 = -1.4300001	ئەجەب=D=ئەجەب ئىچىنى=N=ئىچ پۇشۇردى=V=پۇش ماۋۇ=P=ماۋۇ پىروفېسسور=N=پىروفېسسور
情感分数 = -1.4300001	ئاخىرقى=A=ئاخىرقى قورغانلىرىمىزمۇ=N=قورغان چىرىشكە=N=چىرىش باشلىغانمىدۇ=N=باشلا ؟=N=؟
情感分数 = -1.4300001	ئىشلىتىش=V=ئىشلە جەريانىدا=N=جەريان خەت=N=خەت چەكلىمىسىنىڭ=N=چەكلىمە ئاز=A=ئاز ئىكەنلىكىنى=V=ئىكەن ھېس=N=ھېس قىلىپقالدىم=V=قىل
情感分数 = -1.4300001	ئاچچىقىمدا=N=ئاچچىق ھىچقايسىسىنى=N=ھىچقايسى ئىشلەتمەيدىغان=N=ئىشلەت بولدۇم=V=بول تازا=D=تازا !=N=!
情感分数 = -1.4300001	قىيامەتنىڭ=N=قىيامەت يېقىنلاشقانلىقىنى=N=يېقىن كۆردۈم=V=كۆر .=N=.
情感分数 = -1.4300001	كومپىيوتېرىمغا=N=كومپىيوتېر سېستىمىنى=V=سېستىما قايتا=D=قايتا قاچىلىغاندىن=N=قاچىلا بېرى=R=بېرى ئۇيغۇرچە=N=ئۇيغۇرچە تور=N=تور بېكەتلەرنى=N=بېكەت كۆرسەم=V=كۆر بىر=M=بىر مۇنچە=P=مۇنچە ئۈستىدە=N=ئۈستى بەلگىسى=N=بەلگە بار=A=بار E=N=E ھەرىپى=N=ھەرەپ پەيدا=N=پەيدا بولىۋالدى=N=بولىۋالد ،=V=، ھەرقانچە=P=ھەرقانچە جىدەللىشىپمۇ=V=جىدەل ئوڭشىيالمىدىم=N=ئوڭشىا
